date,min,max,pm25,q1,q3,stdev,count
2020-07-14T00:00:00.000Z,0.8,25.42,3.25,1.42,4.15,5.308,441
2020-07-15T00:00:00.000Z,1.27,40.63,2.78,2.12,3.97,8.827,360
2020-07-16T00:00:00.000Z,1,9.13,2.58,1.74,3.89,1.784,333
2020-07-17T00:00:00.000Z,0.4,17.39,1.38,0.9,2.17,1.607,488
2020-07-18T00:00:00.000Z,0.6,5.93,1.61,1.13,2.89,1.125,460
2020-07-19T00:00:00.000Z,1.02,10.73,4.9,2.62,7.2,2.823,170
2020-07-20T00:00:00.000Z,0.7,13.9,1.55,1.3,2.5,2.286,177
2020-07-21T00:00:00.000Z,0.43,4.07,1.41,0.95,1.94,0.596,268
2020-07-22T00:00:00.000Z,0.56,2.83,1.2,0.9,1.64,0.51,276
2020-07-23T00:00:00.000Z,0.3,11.57,1.08,0.6,1.55,1.749,299
2020-07-24T00:00:00.000Z,0.43,17.62,3.41,1.1,7.47,4.673,382
2020-07-25T00:00:00.000Z,0.85,2.54,1.33,1.17,1.62,0.375,79
2020-07-26T00:00:00.000Z,0.9,12.43,3.6,2.33,4.3,1.717,447
2020-07-27T00:00:00.000Z,0.82,9.27,3.73,1.45,4.98,2.11,288
2020-07-28T00:00:00.000Z,1,8.5,2.1,1.6,4.2,1.659,427
2020-07-29T00:00:00.000Z,0.8,3.22,1.6,1.3,2,0.502,266
2020-08-08T00:00:00.000Z,2.7,4.5,3.15,3,3.42,0.333,125
2020-08-09T00:00:00.000Z,1.58,13.75,3.5,2.8,5.11,2.134,521
2020-08-10T00:00:00.000Z,1.2,16.67,3.72,2.83,4.86,3.11,524
2020-08-11T00:00:00.000Z,0.6,3.4,1.3,1,1.8,0.544,506
2020-08-12T00:00:00.000Z,0.5,57.33,1.48,1,2.75,2.704,501
2020-08-13T00:00:00.000Z,0.9,13.15,2.29,1.4,3.62,1.834,529
2020-08-14T00:00:00.000Z,0.88,7.22,2.41,1.75,4.2,1.506,476
2020-08-15T00:00:00.000Z,2.12,15.63,5.05,3.1,6.87,2.602,531
2020-08-16T00:00:00.000Z,2.22,39.5,6.5,3.87,11.21,4.705,532
2020-08-17T00:00:00.000Z,2.15,10.85,4.11,2.97,7.28,2.487,530
2020-08-18T00:00:00.000Z,3.25,28.85,7.05,4.97,11.17,5.617,521
2020-08-19T00:00:00.000Z,1.9,37.03,12.34,5.68,16.57,7.908,518
2020-08-20T00:00:00.000Z,2.1,23.45,6.52,3.28,16.02,6.521,522
2020-08-21T00:00:00.000Z,1.4,20.23,6.93,5,12.15,4.646,511
2020-08-22T00:00:00.000Z,1.7,25.52,2.67,2.33,3.8,4.896,466
2020-08-23T00:00:00.000Z,0.47,3.55,1.62,1.13,2.12,0.646,497
2020-08-24T00:00:00.000Z,0.55,6.8,1.25,0.98,1.62,0.594,422
2020-08-25T00:00:00.000Z,0.4,2.85,0.88,0.73,1.01,0.239,444
2020-08-26T00:00:00.000Z,0.35,6.6,2.1,1.4,3.58,1.544,454
